,Q,A
21821,좋아하는 애 피하면서도 우울해.,당당히 나서지 못하는 아쉬움이겠지요.
21822,피해 다니면 좋아했던 마음이 좀 사라질까?,한동안은 힘들겠지만 서서히 사라질 거예요.
21823,좋아하는 애한테 페메 해볼까?,직접 연락하는 게 좋을 것 같아요.
21824,좋아하는 애가 1년만 기다려 달라는데 어쩌지.,기다릴 수 있다면 본인 의지대로 하셔요.
21825,좋아하는 애가 여친 사귈 마음이 없대.,거절의 뜻으로 받아들여야할지도 모르겠네요.
21826,좋아하는 애가 연예인에 관심이 많은데 나는 관심이 없는데 무슨 얘기하지?,모르니까 알려달라고 해보세요.
21827,좋아하는 애가 자자고 해서 자버렸어. 어떡해?,진정으로 원하는 일인지 차분히 생각해보세요.
21828,좋아하는 애가 좀 노는 애인데 좋아해도 돼?,어떤 사람이냐에 따라 다릅니다.
21829,좋아하는 애랑 같은 반 됐어,축하해요!
21830,좋아하는 애랑 같이 있으면 나만 이래?,좋아하는 사람 앞에선 모두 그럴 거예요.
21831,좋아하는 애랑 같이 잤어.,원하던 바인지 스스로 생각해보세요.
21832,좋아하는 애랑 관련된 흑역사가 많은데.,흑역사는 흑역사일뿐이에요.
21833,좋아하는 애랑 만나서 놀건데 뭐 먹는게 좋을까?,좋아하는 음식을 알아보는 게 먼저일 거예요.
21834,좋아하는 애랑 무슨 얘기할까?,공통 관심사를 알아봐요.
21835,좋아하는 애랑 연락 중인데 어떤 얘기를 이끌어가야할지 모르겠어.,그분이 무엇을 좋아하는지 물어봐요.
21836,좋아하는 애랑 영화 볼건데 액션은 좀 그렇겠지?,좋아하는 장르가 뭔지 알아보고 예매하세요.
21837,좋아하는 애랑 있으면 왜 쳐다보지를 못하겠지.,부끄러운 감정이 들어서 그래요.
21838,좋아하는 애랑 전화하면,즐거울 거예요.
21839,좋아하는 애랑 카톡하면,좋을 것 같네요.
21840,좋아하는 애를 내가 너무 우상화하는 것 같아.,마음이 커지면 그럴 수 있어요.
21841,좋아하는 애한테 간접적으로 고백했는데 알아 차렸을까?,눈치가 엄청 없지 않는 이상 알아 차렸을 거예요.
21842,좋아하는 애한테 말도 못 해보고 졸업했어요.,인연이라면 졸업 후에도 만날 수 있을 거예요.
21843,좋아하는 애한테 선펨했는데 답장을 안해.,바쁘거나 마음이 없는걸지도 모르겠어요.
21844,좋아하는 애한테 영화보자 하면 효과적일까?,영화 데이트 좋죠.
21845,좋아하는 애한테 찌르기 눌러 버림.,아이쿠.
21846,좋아하는 애한테 페메 해볼까.,당장 해보세요.
21847,좋아하는 애한테 하고 싶은 말이 뭐야?,나를 좋아해줬으면 좋겠어.
21848,좋아하는 여선배가 있는데 말할 수도 없고 어떡함.,왜 말을 못해요.
21849,좋아하는 여자 때문에 너무 심각해요.,여유를 갖고 생각해보세요.
21850,좋아하는 여자 마음을 알다가도 모르겠어.,알다가도 모르는게 사람 마음이에요.
21851,좋아하는 여자 생겼는데 호감 표시하려면 어떻게 해야 해?,연락을 해보는게 좋아요.
21852,좋아하는 여자 생겼으면 좋겠다.,곧 생길거라 믿어요.
21853,좋아하는 여자 페북 친구도 아닌데 좋아요 눌렀음. 쪽팔려.,페북을 삭제하는 건 어떨까요.
21854,좋아하는 여자가 너무 철벽이야.,좋아하는 마음을 표현하기 더 힘들겠어요.
21855,좋아하는 여자가 다른 남자랑 친해지는게 짜증남.,충분히 신경쓰인 부분이에요.
21856,좋아하는 여자가 최근들어 연락이 늦는데 나한테 마음이 없는거겠지.,바쁠 수도 있지만 그럴 확률이 크겠네요.
21857,좋아하는 여자가 톡을 씹어.,마음을 정리하는게 좋겠어요.
21858,좋아하는 여자가 헤어질 때까지 기다렸다가 결국 사귀는게 가능할까요?,좋아하는 마음이 있으면 가능하겠죠.
21859,좋아하는 여자랑 친해지는 방법 좀 알려줘.,그분의 관심사에 대한 얘기가 좋겠네요.
21860,좋아하는 여자애 꿈을 꿨는데 눈을 못 마주치겠음.,도대체 무슨 꿈을 꾼 건가요.
21861,좋아하는 여자애 생각하느라 성적이 떨어짐.,좋아하는 마음 때문에 공부 안한 당신 때문이에요.
21862,좋아하는 여자애 생겼는데 떨려 죽겠음.,설렘을 감추는게 더 힘들 때네요.
21863,좋아하는 여자애 앞에서 표정 관리가 안됩니다.,진심으로 좋아해서 그럴 거예요.
21864,좋아하는 여자애가 날 좋아하게 만들고 싶은데 조언 좀.,그분이 좋아하는 행동이 무엇인지 알아보세요.
21865,좋아하는 여자애가 남친 사귈 마음이 없다는데 진짜일까?,그건 본인만 알 거예요.
21866,좋아하는 여자애가 우리 형을 좋아한다고 들음. 나 어떡하냐.,천천히 마음을 정리하는게 좋겠네요.
21867,좋아하는 여자애가 유학을 가는데 어떤 선물을 해주는게 추억에 남을까요?,큰 선물은 짐만 될 거예요.
21868,좋아하는 여자애랑 같은 반이 됐어.,좋겠네요.
21869,좋아하는 여자애한테 무슨 선물을 줄까?,아직은 부담스럽지 않은 선물이 좋겠네요.
21870,좋아하는 여자애한테 밥 먹자고 했는데 바쁘다고만 해.,진짜 바쁜건지 거절인건지 알아보세요.
21871,좋아하는 여자애한테 손편지 줘도 돼?,손편지만큼 정성이 담긴 선물도 없을 거예요.
21872,좋아하는 여자애한테 어떻게 관심 표현하는지 조언 좀.,그녀의 관심사에 호감을 드러내세요.
21873,좋아하는 여자애한테 어떻게 하면 좋은 인상을 남길 수 있을까?,우선 좋아하는 스타일을 알아보세요.
21874,좋아하는 여자애한테 자연스럽게 페메 보내는 방법 뭐가 있지?,태그된 사진에 대한 이야기를 해봐요.
21875,좋아하는 여자애한테 화이트데이 때 사탕 주면 좋아할까?,주면 좋아할 거예요.
21876,좋아하는 여자에 프사가.,신경쓰이나봐요.
21877,좋아하는 여자에게 어떻게 연락할까?,잘 지내는지 자연스럽게 다가가보세요.
21878,좋아하는 여자의 단점을 들었는데 어떻게 해야할지 모르겠어 답답해.,좋아했던 만큼 쉬운 결정을 아닐거예요.
21879,좋아하는 여자한테 관심 없는 척 하고 있어.,표현하기 망설여지나봐요.
21880,좋아하는 여자한테 관심 없는 척 하는데 잘하고 있는지 모르겠어.,솔직한 편이 더 좋아요.
21881,좋아하는 여자한테 남친이 있는데 연락하고 싶어.,연애 중인 사람에게는 연락하지 않는 게 좋을 것 같아요.
21882,좋아하는 여자한테 선물해도 괜찮을까?,좋아할 거예요.
21883,좋아하는 여자한테 연락 하지 말자고 했는데 후회해.,그게 최선의 선택이었을 거예요.
21884,좋아하는 여자한테 표현하는게 옳은 걸까?,표현하지 않고 끝낸다면 후회할 수 있어요.
21885,좋아하는 연예인 바뀔 때마다 짝남이 바뀌는 듯.,이상형이 반영 되었을 수도 있어요.
21886,좋아하는 오빠 페북 친구도 안되어있는데 실수로 댓글 달았어요.,페북을 삭제하는 편이 좋겠네요.
21887,좋아하는 오빠가 날 어리게만 봐.,오빠 동생 사이로 지낸 기간이 있으면 그럴 수 있어요.
21888,좋아하는 오빠가 최근에 연락이 계속 늦거나 이어지지 않는데 그냥 연락 끊어야 할까.,그러는 것이 맘 편할지도 몰라요.
21889,좋아하는 오빠랑 어떻게 친해질까.,그분의 관심사에 대한 얘기가 좋겠어요.
21890,좋아하는 오빠랑 친해지는법,남자들은 먼저 다가와 주는 여자를 좋아한대요.
21891,좋아하는 이상형이 계속 바뀌어.,성격도 계속 바뀌니 걱정 말아요.
21892,좋아하는 티도 못내는 제가 너무 불쌍해요.,상황이 여의치 않나봐요.
21893,좋아하는 티를 많이 내도 문제야?,사랑스러울 것 같아요.
21894,좋아하는거 어떤 느낌이야?,나보다는 그 사람을 생각하게 되는 거요.
21895,좋아하는거 어떤 느낌임.,마음을 주체할 수 없는거 아닐까요.
21896,좋아하는게 이렇게 힘들지 몰랐어.,좋아하는 것 만큼 감정 소모가 큰 건 없어요.
21897,좋아하는데 걸린 시간이 보통 어떻게 돼요?,1초가 걸릴 수도 있고 평생이 걸릴 수도 있어요.
21898,좋아하는데 이전과 다를게 없을까봐 말을 못하겠음.,달라지는 게 없다면 정리하는게 덜 힘들어요.
21899,좋아하는데 자꾸 시비걸게 돼요.,괜히 질투가 나서 그럴지도 몰라요.
21900,좋아하는데 자꾸 짜증나기도 해.,사랑 앞에 장사 없지요.
21901,좋아하는데 전혀 티 안내는게 가능할까요?,감정은 숨길 수 없어서 불가능할 거라 생각합니다.
21902,좋아하는데 티조차 못내는게 마음 아파요.,표현하면 안되는 상황인가봐요.
21903,좋아하는데도 헤어지자네요.,그건 좋아하는 게 아니에요.
21904,좋아하는지 확신이 안들어,그분이 다른 사람과 함께 있는 상황을 생각해봐요. 느낌이 올 거예요.
21905,좋아하는지 확신이 안들어,좀 떠보세요.
21906,좋아하다 더 좋아지는 게 사랑인가?,사랑은 사람마다 정의가 다를 거예요.
21907,좋아하던 남자애가 여친 생겼는데 막상 아무런 느낌 안 들어.,좋아하는 걸로 착각하고 있었을 수도 있어요.
21908,좋아하던 사람 미워질 것 같아.,정들었나봐요.
21909,좋아하던 사람에 대한 감정으로 내가 너무 힘들어.,정들었나봐요.
21910,좋아하던 사람하고 멀리 떨어져 있으면 더 보고 싶어져?,더 애달프겠지요.
21911,좋아하던 여자애가 남친 생겼다는대 아무렇지도 않아.,좋아하는 걸로 착각하고 있었을 수도 있어요.
21912,좋아하면 꿈에 나오는건가?,생각을 자주하면 나올 수 있어요.
21913,좋아하면 먼저 연락해야 해?,그런 경우가 아무래도 많겠죠.
21914,좋아하면 어떤 느낌일까.,설레서 잠도 못자는 느낌이요.
21915,좋아하면 이용당해도 되는거야?,절대 안됩니다.
21916,좋아하면서 너무 싫어.,사랑은 복합적인 감정이니까요.
21917,좋아하면서도 너무 싫은 감정 뭘까요.,좋아하는 만큼 지쳐가는 마음 아닐까요.
21918,좋아하지 않는데 계속 연락하고 만나는거 가능한가.,가벼운 친구사이로 생각할 수도 있죠.
21919,좋아해,고백하세요.
21920,좋아했던 기억 영원히 없앨 수는 없을까.,없애는 게 아니라 무덤덤해지는 걸 거예요.
21921,좋아했던 사람 영원히 잊을 수 없을까?,시간이 좀 걸리겠지만 가능할 거예요.
21922,좋아했던 사람도 금방 잊을 수 있을까.,아무래도 시간이 필요하겠죠.
21923,좋아했던 사람에 대한 트라우마 때문에 연애를 못하겠어.,트라우마를 없앨 사람이 나타날 거예요.
21924,좋아했지만 고백은 못하겠어.,애틋한 사랑이네요.
21925,좋아했지만 끝내 고백은 못할 듯.,애틋한 사랑이네요.
21926,좋은 곳 오면 생각나는 사람,그게 진짜 사랑이네요.
21927,좋은 관계를 맺는 방법,취미와 성향 등이 같음을 어필해보세요.
21928,좋은 사람 같아서 놓치고 싶지 않아.,그런 사람은 놓치면 후회해요.
21929,좋은 사람 있으면 소개시켜줘,주변 사람들에게 부탁해보세요.
21930,좋은 첫인상 남게 하려면?,겉모습에 신경 써보세요.
21931,주말이 행복해,오래 볼 수 있어 좋은 가봐요.
21932,주말인데 연락이 안 와.,먼저 연락을 해보는 건 어떨까요?
21933,주말인데 연락해볼까?,얼른 연락해보세요.
21934,주변 이성이 많은 여자친구 어떡해?,신경쓰이고 질투난다고 이야기해보세요.
21935,주변에서 다 별로라고 한 짝남 그냥 맘을 접어야할까?,다른 사람들이 별로라고 말하는 이유를 생각해보세요.
21936,주변에서 제가 그녀를 좋아하는 거라는데 받아들여지지 않습니다.,좋아하는 감정을 받아들이는게 생소할 수 있어요.
21937,죽고 못 사는 관계,연애할 때 가능하죠.
21938,죽었던 연애세포가 살아나는 것 같아.,좋은 소식이네요.
21939,죽음을 뛰어넘는 사람,이보다 멋진 사랑은 없을 거예요.
21940,준비 안됐는데 썸남 지금 집 앞에 있대.,좀 기다리라고 하고 비비라도 바르고 나가요.
21941,즉흥적인 여자친구가 고민임.,그게 매력이에요.
21942,지금 나오라고 하는거 예의 없음?,보고싶다고 연락은 해보는 게 좋을 거 같아요.
21943,지금 나오라고 하면 나올까?,부담이 되긴 할 거 같아요.
21944,지금 남친을 별로 안좋아하는 것 같은데.,정리를 하는게 좋겠어요.
21945,지금 사귀고 있는 사람이랑 결혼하고 싶어,같이 살자고 프로포즈 해보세요.
21946,지금 상황을 정리하고 유학을 가자는 상대,큰 도전이 되겠네요.
21947,지금 여친을 별로 안좋아하는 것 같아.,마음이 식었나봐요.
21948,지금 연락해도 돼?,해보긴 할 거 같아요.
21949,지금 이 순간이 깨지지 않았으면 좋겠어,참 행복한가봐요.
21950,지금 좋아하는 사람 있어?,잘 모르겠어요.
21951,지나가는 말로 이쁘다한 것을 다 기억해 두는게 좋은가요?,다는 기억 못하더라도 노력하는 게 좋겠죠.
21952,직장에서 좋아하는 여자가 있으면 고백하면 안되나?,서로의 마음에 확신이 들 때 고백하세요.
