,Q,A
3953,짝남이 내 친구를 좋아하는 것 같아.,짝남이 내 친구를 좋아하는 것 같아.
3954,짝남이 내가 좋아하는 거 알아버림.,짝남이 내가 좋아하는 거 알아버림.
3955,짝남이 내가 좋아하는걸 1도 몰라.,짝남이 내가 좋아하는걸 1도 몰라.
3956,짝남이 너무 인기가 많아서 뺏길거같아 두려워,짝남이 너무 인기가 많아서 뺏길거같아 두려워
3957,짝남이 너무 좋은데 패션센스가 별로야.,짝남이 너무 좋은데 패션센스가 별로야.
3958,짝남이 넘 귀여워.,짝남이 넘 귀여워.
3959,짝남이 다른 애 좋아하는 것 같아.,짝남이 다른 애 좋아하는 것 같아.
3960,짝남이 다른 여자를 좋아하는 걸 보니 자존감이 떨어져.,짝남이 다른 여자를 좋아하는 걸 보니 자존감이 떨어져.
3961,짝남이 독서가 취미라는데 무슨 책을 선물해줄까?,짝남이 독서가 취미라는데 무슨 책을 선물해줄까?
3962,짝남이 몇일째 카톡 안읽씹하면 노답이죠?,짝남이 몇일째 카톡 안읽씹하면 노답이죠?
3963,짝남이 삐딱하게 굴면 어떻게 하죠?,짝남이 삐딱하게 굴면 어떻게 하죠?
3964,짝남이 사귀던 사람이랑 헤어졌는데 내가 고백해도 될까?,짝남이 사귀던 사람이랑 헤어졌는데 내가 고백해도 될까?
3965,짝남이 생겼는데 뭐부터 해야할까.,짝남이 생겼는데 뭐부터 해야할까.
3966,짝남이 여친이 있었어요.,짝남이 여친이 있었어요.
3967,짝남이 연락이 안 되는데 자고 있는 걸까?,짝남이 연락이 안 되는데 자고 있는 걸까?
3968,짝남이 외국인인데 계속 친한 척하면 부담스러워 할까?,짝남이 외국인인데 계속 친한 척하면 부담스러워 할까?
3969,짝남이 외국인인데 친해질 수 있는 방법은 뭘까.,짝남이 외국인인데 친해질 수 있는 방법은 뭘까.
3970,짝남이 운동선수인데 연락하면 귀찮아할까?,짝남이 운동선수인데 연락하면 귀찮아할까?
3971,짝남이 운동하다 다쳤는데 어떡하지?,짝남이 운동하다 다쳤는데 어떡하지?
3972,짝남이 있는데 나는 사정이 안돼. 연애를 안하는게 맞는걸까?,짝남이 있는데 나는 사정이 안돼. 연애를 안하는게 맞는걸까?
3973,짝남이 자꾸 꿈에 나오는데 꿈에서도 용기 없어서 피하고 그래.,짝남이 자꾸 꿈에 나오는데 꿈에서도 용기 없어서 피하고 그래.
3974,짝남이 자취한다는데 필요한 거 사다주면 좋아할까?,짝남이 자취한다는데 필요한 거 사다주면 좋아할까?
3975,짝남이 잘생긴건 아닌데 착해.,짝남이 잘생긴건 아닌데 착해.
3976,짝남이 정말 친절한데 모두에게 그럴까?,짝남이 정말 친절한데 모두에게 그럴까?
3977,짝남이 제 톡 안 읽고 프사 바꿨어요.,짝남이 제 톡 안 읽고 프사 바꿨어요.
3978,짝남이 졸업하는데 뭘 주면 인상깊을까?,짝남이 졸업하는데 뭘 주면 인상깊을까?
3979,짝남이 좋다고 했던 노래 이 새벽에 참 어울리는 노래야.,짝남이 좋아햇던 노래 이 새벽에 참 어울리는 노래야.
3980,짝남이랑 잘됐으면 좋겠다.,짝남이랑 잘됐으면 좋겠다.
3981,짝남이랑 저녁에 보기로 했는데 연락이 없다.,짝남이랑 저녁에 보기로 했는데 연락이 없다.
3982,짝남이랑 저도 모르게 사이가 어색해졌어요.,짝남이랑 저도 모르게 사이가 어색해졌어요.
3983,짝남이랑 조금이라도 닮은 사람 있음 눈길 간다.,짝남이랑 조금이라도 닮은 사람 있음 눈길 간다.
3984,짝남이랑 카톡이 끊겼는데 어떻게 더 연락할까?,짝남이랑 카톡이 끊겼는데 어떻게 더 연락할까?
3985,짝남이랑 카톡한거 다시 쭉 읽어 봤는데 거의 나만 질문함.,짝남이랑 카톡한거 다시 쭉 읽어 봤는데 거의 나만 질문함.
3986,짝남이랑 페북친구인데 짝남이 좋다했던거 태그해도 되나?,짝남이랑 페북친구인데 짝남이 좋다했던거 태그해도 되나?
3987,짝남있던 단톡방에 술 마시고 실수했어.,짝남있던 단톡방에 술 마시고 실수했어.
3988,짝남한테 감정 소모 안하고 싶다.,짝남한테 감정 소모 안하고 싶다.
3989,짝남한테 같이 공부하러 가자고 해볼까?,짝남한테 같이 공부하러 가자고 해볼까?
3990,짝남한테 같이 스터디하자고 해도 될까요?,짝남한테 같이 스터디하자고 해도 될까요?
3991,짝남한테 게임 초대 톡 왔음.,짝남한테 게임 초대 톡 왔음.
3992,짝남한테 고백한다? 안한다?,짝남한테 고백한다? 안한다?
3993,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.,짝남한테 고백했는데 내가 싫지는 않은데 못 사귀겠대.
3994,짝남한테 고백했는데 잘 됐으면 좋겠다.,짝남한테 고백했는데 잘 됐으면 좋겠다.
3995,짝남한테 괜히 만나자고 했나봐.,짝남한테 괜히 만나자고 했나봐.
3996,짝남한테 내일 영화보자고 말해도 될까?,짝남한테 내일 영화보자고 말해도 될까?
3997,짝남한테 늦은 생일 선물 주러 가는데 떨려.,짝남한테 늦은 생일 선물 주러 가는데 떨려.
3998,짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.,짝남한테 라인 왔는데 답장 뭐라고 해야할지 모르겠어.
3999,짝남한테 문자 왔어.,짝남한테 문자 왔어.
4000,짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?,짝남한테 밤늦게 나오라고 했더리 진짜 나왔줬는데 저한테 호감이 있는 걸까요?
4001,짝남한테 밥 먹자고 그냥 해볼까.,짝남한테 밥 먹자고 그냥 해볼까.
4002,짝남한테 시덥지 않은 걸로 선톡해도 될까?,짝남한테 시덥지 않은 걸로 선톡해도 될까?
4003,짝남한테 실망했어요.,짝남한테 실망했어요.
4004,짝남한테 아침에 데이트 신청했는데 오늘 야근이야.,짝남한테 아침에 데이트 신청했는데 오늘 야근이야.
4005,짝남한테 여러 번 차이다가 나중에 사귀게 된 사람도 있을까?,짝남한테 여러 번 차이다가 나중에 사귀게 된 사람도 있을까?
4006,짝남한테 연락할까?,짝남한테 연락할까?
4007,짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.,짝남한테 은근슬쩍 좋아하는 티 내는 방법 좀.
4008,짝남한테 잘 보이고 싶은데.,짝남한테 잘 보이고 싶은데.
4009,짝남한테 정 떼는 방법 없나.,짝남한테 정 떼는 방법 없나.
4010,짝남한테 좋아하는거 들켰는데 그냥 예전처럼 편하게 지내고 싶어.,짝남한테 좋아하는거 들켰는데 그냥 예전처럼 편하게 지내고 싶어.
4011,짝남한테 주말에 만나자고 했는데 일 있대 계속 언제 되는지 물어봐도 되나.,짝남한테 주말에 만나자고 했는데 일 있대 계속 언제 되는지 물어봐도 되나.
4012,짝남한테 크리스마스 선물할건데 추천 좀.,짝남한테 크리스마스 선물할건데 추천 좀.
4013,짝남한테 톡 와 있네.,짝남한테 톡 와 있네.
4014,짝남한테 혼자 화나고.,짝남한테 혼자 화나고.
4015,짝남한테도 철벽이게 돼 왜그럴까.,짝남한테도 철벽이게 돼 왜그럴까.
4016,짝녀 고민 들어줘.,짝녀 고민 들어줘.
4017,짝녀 관련돼서 악몽을 자주 꾸는데 불안함.,짝녀 관련돼서 악몽을 자주 꾸는데 불안함.
4018,짝녀 기분이 안좋아 보여서 신경 쓰임.,짝녀 기분이 안좋아 보여서 신경 쓰임.
4019,짝녀 나한테 마음이 있는걸까?,짝녀 나한테 마음이 있는걸까?
4020,짝녀 남친 생겼네.,짝녀 남친 생겼네.
4021,짝녀 때문에 화가나요.,짝녀 때문에 화가나요.
4022,짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.,짝녀 마음 정리하는 중이데 자꾸 꿈에 나옵니다.
4023,짝녀 보고싶다.,짝녀 보고싶다.
4024,짝녀 보란듯이 성공하고 싶습니다.,짝녀 보란듯이 성공하고 싶습니다.
4025,짝녀 보란듯이 잊고 싶어요.,짝녀 보란듯이 잊고 싶어요.
4026,짝녀 생각에 잠을 못자겠어.,짝녀 생각에 잠을 못자겠어.
4027,짝녀 생각할수록 정리 되는 느낌.,짝녀 생각할수록 정리 되는 느낌.
4028,짝녀 선물 어디까지 가능?,짝녀 선물 어디까지 가능?
4029,짝녀 알바 그만둬서 못나는데 연락처 물어보면 싫어할까.,짝녀 알바 그만둬서 못나는데 연락처 물어보면 싫어할까.
4030,짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?,짝녀 연락 끊긴지 꽤 됐는데 연락해도 될까요?
4031,짝녀 오랫동안 멀리서 지켜보기만 하고 있습니다.,짝녀 오랫동안 멀리서 지켜보기만 하고 있습니다.
4032,짝녀 있는데 소개팅 들어오면 받아도 되나요?,짝녀 있는데 소개팅 들어오면 받아도 되나요?
4033,짝녀 잊으려면 인스타부터 안 해야할듯.,짝녀 잊으려면 인스타부터 안 해야할듯.
4034,짝녀 줄 센스있는 선물 추천 좀 해주세요.,짝녀 줄 센스있는 선물 추천 좀 해주세요.
4035,짝녀 프사 자음이 궁금함.,짝녀 프사 자음이 궁금함.
4036,짝녀가 고시생인데 언제까지 기다려야 할까요.,짝녀가 고시생인데 언제까지 기다려야 할까요.
4037,짝녀가 공시생인데 기다릴까요?,짝녀가 공시생인데 기다릴까요?
4038,짝녀가 나를 떠보는 걸까.,짝녀가 나를 떠보는 걸까.
4039,짝녀가 나를 좋아하는 애의 절친이야.,짝녀가 나를 좋아하는 애의 절친이야.
4040,짝녀가 나한테 관심이 전혀 없는 듯.,짝녀가 나한테 관심이 전혀 없는 듯.
4041,짝녀가 나한테 먼저 연락올 일은 없겠지?,짝녀가 나한테 먼저 연락올 일은 없겠지?
4042,짝녀가 날 너무 친구로 생각해.,짝녀가 날 너무 친구로 생각해.
4043,짝녀가 내 친구를 좋아하는 것 같음. 어떡해?,짝녀가 내 친구를 좋아하는 것 같음. 어떡해?
4044,짝녀가 내 친구를 좋아해.,짝녀가 내 친구를 좋아해.
4045,짝녀가 내 톡은 안 읽고 프사 바꿈.,짝녀가 내 톡은 안 읽고 프사 바꿈.
4046,짝녀가 내가 좋아하는 걸 알아버렸어.,짝녀가 내가 좋아하는 걸 알아버렸어.
4047,짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.,짝녀가 너무 이뻐서 찝적대는 사람이 너무 많아.
4048,짝녀가 다른 남자를 좋아한대.,짝녀가 다른 남자를 좋아한대.
4049,짝녀가 다른반인데 친해지는 방법없을까?,짝녀가 다른반인데 친해지는 방법없을까?
4050,짝녀가 단톡에선 답장하고 갠톡은 답장 안해.,짝녀가 단톡에선 답장하고 갠톡은 답장 안해.
4051,짝녀가 몇일째 카톡 안읽씹하면 거절인거죠?,짝녀가 몇일째 카톡 안읽씹하면 거절인거죠?
4052,짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.,짝녀가 사귀던 사람이랑 헤어졌는데 좋아한다고 고백해도 되나.
4053,짝녀가 어떻게 하면 내 생각을 하게 할까?,짝녀가 어떻게 하면 내 생각을 하게 할까?
4054,짝녀가 여친이 되었습니다.,짝녀가 여친이 되었습니다.
4055,짝녀가 연락 안 되고 있는데 자나?,짝녀가 연락 안 되고 있는데 자나?
4056,짝녀가 예쁜 건 아닌데 끌려.,짝녀가 예쁜 건 아닌데 끌려.
4057,짝녀가 외국인인데 연락처 물어봐도 될까.,짝녀가 외국인인데 연락처 물어봐도 될까.
4058,짝녀가 외국인인데 좋아해도 되나?,짝녀가 외국인인데 좋아해도 되나?
4059,짝녀가 우리 과에서 인기가 너무 많아.,짝녀가 우리 과에서 인기가 너무 많아.
4060,짝녀가 우리 과에서 제일 인기가 많은 듯.,짝녀가 우리 과에서 제일 인기가 많은 듯.
4061,짝녀가 운동을 한다는데 같이 하고싶어,짝녀가 운동을 한다는데 같이 하고싶어
4062,짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?,짝녀가 음식을 가리는 편인데 뭘 먹으면 좋을까?
4063,짝녀가 이사간다는데 너무 힘들어.,짝녀가 이사간다는데 너무 힘들어.
4064,짝녀가 있는데 내게 연애는 사치인거같아.,짝녀가 있는데 내게 연애는 사치인거같아.
4065,짝녀가 있었는데 못 잊겠어.,짝녀가 있었는데 못 잊겠어.
4066,짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.,짝녀가 저한테 관심이 없는 것 같은데도 계속 연락해도 될까요.
4067,짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?,짝녀가 절 신경쓰는 것 같은 건 내 착가인가요?
4068,짝녀가 졸업하는데 어떤 꽃을 선물하면 좋아할까?,짝녀가 졸업하는데 어떤 꽃을 선물하면 좋아할까?
4069,짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?,짝녀가 좋아하는 사람 있거나 남친 있으면 포기하는 이유가 뭐임?
4070,짝녀가 좋아하는 사람이 있답니다.,짝녀가 좋아하는 사람이 있답니다.
4071,짝녀가 좋아하는거 눈치 1도 못챔.,짝녀가 좋아하는거 눈치 1도 못챔.
4072,짝녀가 차갑게 굴면 어떻게 해요?,짝녀가 차갑게 굴면 어떻게 해요?
4073,짝녀가 학교에서 소문이 안 좋아.,짝녀가 학교에서 소문이 안 좋아.
4074,짝녀는 짝녀일 뿐이건가.,짝녀는 짝녀일 뿐이건가.
4075,짝녀랑 갑자기 어색해졌습니다.,짝녀랑 갑자기 어색해졌습니다.
4076,짝녀랑 누나 이름이 똑같애.,짝녀랑 누나 이름이 똑같애.
4077,짝녀랑 드디어 사귄다!,짝녀랑 드디어 사귄다!
4078,짝녀랑 술 마셨는데 이제 진짜 접어야하나봐.,짝녀랑 술 마셨는데 이제 진짜 접어야하나봐.
4079,짝녀랑 약속 파토 났어요.,짝녀랑 약속 파토 났어요.
4080,짝녀랑 얼굴 마주보고 대화할 때 미칠 것 같아.,짝녀랑 얼굴 마주보고 대화할 때 미칠 것 같아.
4081,짝녀랑 연락이 끊겼는데 더 연락하고 싶어.,짝녀랑 연락이 끊겼는데 더 연락하고 싶어.
4082,짝녀랑 저녁에 보기로 했는데 연락두절임.,짝녀랑 저녁에 보기로 했는데 연락두절임.
4083,짝녀랑 조금이라도 닮으면 눈이 가는 듯.,짝녀랑 조금이라도 닮으면 눈이 가는 듯.
