,Q,A
1116,앨빈! 오랜만이에요! 저는 오늘 아르바이트를 하고 공연을 봤어요!! 오늘 공기도 맑고 하늘도 예뻐서 밖에서 돌아다니는데 기분이 아주 좋았어요!! 앨빈은 집에서 뭐했어요?,공연 재미있었겠네요. 나는 창가에 의자 끌고 와서 앉아서 하늘을 빤히 봤어요. 오늘 하늘 엄청 예뻤잖아요. 말한 것처럼. 그래서 해님이랑 같이 구름 구경했어요. 나비들도 앞에 두고 오랜만에 평화로웠어요! 무슨 공연 봤어요?
1117,날이야 내가 정하는 게 아니니까요.,술 마셔서 표현이 좀 이상했네요. 미리 알려주시면 제가 쉬는 날 최대한 맞춰볼게요. 대충 한 달 전쯤에는 나오겠죠?
1118,엄청 세게 꼬집은 건 아니라 좀 시큰거리기는 하는데 괜찮은 거 같아요! 후레시룩은 좋은데 뺄 때가 너무 고통스러운 거 같아요.,그래도 서해님이 끼시는 렌즈 너무 이뻐요.
1119,아뇨. 술 마시지 않았으니 집에 들어가야죠. 널누님 잘 들어가고 계시는가요?,겨우 가고 있어요.
1120,자정 넘을 것 같아요.,못 살겠어요.
1121,손톱은 괜찮은데 손이 너무 못생겼어요.,얼굴도 예쁘면서 조용히 해요. 
1122,고장이 안 나요.,가격대 알려 주면 몇 개 추천해드릴게요. 음악 듣는 취향도요.
1123,"디자인, 길이 모든 게 완벽했지만 천이 모자랐어요.",아악. 너무 슬프네요.
1124,다음번에는 더 반갑게 인사해요! 제가 낯을 가려서 섬님이라고 하셨을 때 반가웠는데 그러지 못했어요.,아니에요!! 저도 더 반갑게 인사 못 드려서 죄송해요. 갑작스러워서 당황했나 봐요. 다음에는 진짜 밝게 인사해요.
1125,그렇군요. 그럼 뭐할까요?,6월 중반까지 어차피 학원 토요일만 가니까 네가 시간 나는 일요일엔 언제든지 불러줘요! 11시에 만나서 바로 노래방 가거나 아니면 뭐 먹으면서 4시간 수다 떨까요?
1126,월요일에 갈 거예요!!! 사람 없을 때요!,대박 완전 좋겠네요. 저는 겁쟁이라서 놀이기구 못 타요.
1127,저희 동네에 수입 과자 파는 데가 없어요. 내일 카페 가는 길에 살려고요.,우리 집 근처에는 있어서 동네마다 있는 줄 알았어요. 꼭 사드세요! 곤약젤리 너무 맛있는데 수입해오면 가격이 왜 두 배 이상 뛰는지 모르겠어요.
1128,천 원은 안 돼요?,천 원은 모르겠어요. 한 줄도 뽑아줄걸요? 그게 한 줄에 천원이에요.
1129,감사해요! 혹시 31일 안에 한 번 더 가게 되면 입고 가봐야겠어요.,블랙이랑 붉은색 잘 어울리실 거 같아요.
1130,지금 언니랑 같이 있어서 여기가 기흥인데 청담역까지 갈 택시비 때문에 언니랑 돈 합치려고요.,그래도 갈 돈은 있어서 다행이에요. 피곤하실 텐데 빨리 집에 가서 쉬세요.
1131,응. 뒤풀이까지 9시간 정도 나가 있었는데 좀 피곤해요.,그랬겠네요. 수고 많았어요.
1132,우직하대요. 엄마랑 성격이 비슷하고 사교성이 좋데요.,맞는 거 같아요?
1133,"아, 진짜요?",응. 나 혼자서 많이 가요.
1134,아뇨! 오버액션 토끼 인형이 있대요!,"아, 귀엽겠네요!! 꼭 사세요!!"
1135,조금은 바빴어요.,바쁜 하루를 보냈군요. 고생했어요.
1136,그냥 몸에 그림 그리는 느낌이에요!,아하. 언제 지워진대요?
1137,병원 가야 하나요? 푹 자고 싶은데 잘 시간이 없네요.,내가 속상해요.
1138,두 시간에 천 원이요. 유료게임은 추가로 시간 나간대요.,두 시간에 천 원이면 싼 거 아닌가요? 맨날 한 시간에 천원인 곳밖에 안 다녀 봐서요.
1139,경주 월드 갔어요??,아니요. 그냥 황리단길 가고 안압지 갔다가 그랬어요.
1140,"요즘 날씨까진 괜찮아요. 너무 덥고 습하면 건조가 안 돼서 잘 안 만들어지긴 하는데 병아리 콩물로 흰자 대체하고 가나슈 두유로 만들면 비건 마카롱 돼요. 나머진 다 슈가파우더, 아몬드가루 이런 거라서요.",오! 다행이네요!
1141,일단 비행기만 해도 110에서 120 줘야 할 분위기인걸요. 정말 오랜만에 온 휴가 며칠 안 쓰고 일주일 이상 휴가 갈 수 있는 기간이니까요.,추석 연휴면 뭐 비행기는 어쩔 수 없지요. 우리나라 대 명절인걸요. 그것도 미리 예매 안 하면 더 비싸져요. 사실 연휴 기간은 나 같은 경우에도 1년 전 자리 풀리자마자 예약 거는 걸요.
1142,일단 비행기만 해도 110에서 120 줘야 할 분위기인걸요. 정말 오랜만에 온 휴가 며칠 안 쓰고 일주일 이상 휴가 갈 수 있는 기간이니까요.,추석 연휴면 뭐 비행기는 어쩔 수 없지요. 우리나라 대 명절인걸요. 그것도 미리 예매 안 하면 더 비싸져요. 사실 연휴 기간은 나 같은 경우에도 1년 전 자리 풀리자마자 예약 거는 걸요.
1143,이제 진짜 만날 때가 왔어요. 못 본 지 너무 오래됐어요.,봐요!
1144,네! 갈 때마다 퀄리티가 약간씩 차이 나긴 하지만 그래도 항상 만족스러워요.,"합성 온초밥 스끼다시, 가성비 하니까 요요초밥이 딱 생각났어요. 미식가님 말씀처럼 요요초밥이 스끼다시도 괜찮고 늘 평균 이상 하는 거 같아서 언제부턴가 여기만 가게 되더라고요."
1145,체력 저질이에요.,장시간 라이브도 그렇고 무대에 서는 거 보면 체력은 좋은 거예요!
1146,저도 본가 가는 것도 좋은데 서울 막상 떠나려니 아쉽고 그러네요. 왔다 갔다 하려고요!! 본가 가는 김에 알구님 봐야겠어요.,맞아요. 몸은 좀 지쳐도 왔다 갔다 할 수 있잖아요. 그나저나 우린 드디어 만나는 거군요. 기다렸어요.
1147,"아니, 그 뭐라고 해야 되죠. 그냥 속이 너무 울렁거려요.",갑자기요?
1148,나 완전 좋아해요!!! 커리도 좋은데 요즈음 내가 좋아하는 게 랍스터 롤이어서요!!,그래요!! 이태원에 가게 있는 것 같던데요! 아니면 아는 가게 있어요??
1149,저 그럼 좀 늦게 도착할 거 같은걸요.,아니면 나도 좀 늦게 나갈까요? 엄마 방금 나가셔서 상관없을 거 같아요.
1150,그거 먹으려면 저 만나야 해요.,아띠 만날 때까지 안 먹고 기다리고 있을게요.
1151,"주변 사람들이 너 살 빼면 귀엽겠다, 예쁘겠다 이러면 동기부여는 안되고 더 빼기 싫고 귀찮아 져요. 오히려 더 찌죠. 살 빼기 너무 귀찮아요.",맞아요. 빼려고 하면 그런 사람들 말 때문에 살 빼는 거 같아요. 제 의지로 안 빼고 말이죠.
1152,해외까지 안 바래요. 그냥 경기권 내에 깔끔한 호텔 정도.,4월 일요일 특가로 다녀온 송도 오라카이 호텔 좋았어요. 비싼 펜션보다 더 싸고 좋았네요.
1153,저 지금 열나는데 짐 싸고 있어요. 가려고요. 머리 진짜 아프네요.,"아니, 몸 아픈 데 진짜 고생하네요. 오게 되면 연락해요! 잠시라도 만나요."
1154,나는 괜찮은 데 언니의 바쁜 극 관람 스케줄 때문에 못 만나는 거 아니에요.,대학로 오세요.
1155,그럼요. 언제라도 괜찮아요!!,그럼 보내기 전에 연락 드릴게요 주드님!!
1156,서울도 해줬으면 좋았을 텐데요. 쏘미님은 어디 걸로 가요?,부산가요!! 저 솝랜드는 못 가서 완전 슬펐는데 너무 신나요.
1157,나 초등학교 때부터 쓰던 거 올해 고장 났어요.,도대체 몇 년 쓴 거예요!!
1158,"구세주, 천사세요. 지금 제 머리가 숏컷인데 붙이면 많이 이상할까요? 그 붙이는 것도 단백질 실리콘 종류가 있다던데 뭐가 좋은가요? 머리 말리는 데 오래 걸리나요?",숏컷이라도 많이 티는 나지 않을 거예요! 저는 거의 단발부터 붙이기 시작했는데 아무도 몰라보더라고요. 그리고 붙이는 거 단백질 실리콘 말고 땋기가 있는데 그거 제일 추천해요! 거의 안 떨어지고 훨씬 편해요. 머리 말릴 때는 그냥 긴 머리 일 때랑 똑같은 것 같아요! 머리숱이 좀 많아져요.
1159,네. 여름옷 중 입을 옷이 없어서 사러 가야 해요.,여름옷! 아무래도 여름은 덥다 보니 짧은 옷을 많이 입죠.
1160,갤러리 볼 맛 날 것 같아요. 피크닉 가고 싶네요.,맞아요!! 요즘 날씨 딱 피크닉 갈 날씨에요!!
1161,그렇겠죠. 저 신나요.,몸조심하고 내일 또 뵐 수 있으면 들어가기 전에 봬요.
1162,하 인천에서 광주 가는데 몇 시간 걸리죠?,유닝님 가면 나도 갈래요.
1163,징어님 자퇴하셨어요?,네!
1164,배고파졌어요.,머리를 비우고 자면 돼요!
1165,얼마에요? 서울은 더 비쌀 거 아니에요. 50만 원 하는 거 아니에요?,아뇨. 거기 동네 미용실 정도 해요. 그리고 현금 결제하면 20퍼센트인가 또 할인해주고 평일에 가서 현금 결제하면 진짜 이득이에요!!
1166,지금도 밖이에요.,따뜻하게 입고 나왔나요? 아니면 반팔인가요?
1167,저거 얘기하는 건 노트북이어서요. 노트북은 저도 함부로 뜯어볼 수가 없으니 점검 추천을 하는 편이라서요. 컴퓨터 관리가 스스로 어느 정도 된다면 역시 조립이 훨씬 나은 거 같아요. 귀찮아서 그렇죠.,역시 가격대비 그렇죠? 귀찮지만요.
1168,꼭 밖에서 사 가세요!!,맛없나 봐요.
1169,먹을 거는 어때요? 벽화마을 괜찮았나요?,"거기 주변에서 뭘 먹진 않아서 모르겠어요. 벽화마을 좋았어요!! 2년 전에 가서 기억은 생생하지 않지만, 사진이나 거기 갔다 온 친구들 사진 보면 되게 이쁘더라고요!"
1170,4월 중순? 그쯤부터 그런 것 같은데 힝 너무 심하면 다녀올게요. 감사해요.,오래됐잖아요. 꼭 다녀오셔야 할 것만 같은걸요. 혹시 빈혈은 아니죠?
1171,좋아요. 일본 가게요?,갈 계획 있어요!!
1172,솔직히 제가 직원이 하는 거랑 별다를 바 없이 다 할 줄 알긴 알아요. 그냥 가게 보는 정도.,아 세상에. 직원 같은 손님인데 월급이 음료수라니 신고해요!!!
1173,이제 우리에겐 같이 가는 일본 여행이 거의 신앙적 구원관이 되어버렸어요. 내세를 믿는 종교인이 되는 기분이에요.,그것을 버리셨을 때 가요. 기대를 낮춥시다. 기대가 크면 실망 가득 법칙 알잖아요!!
1174,맞아요. 생각해보니 마트보다 쥬씨가 더 가까워요. 쥬씨 갈래요.,마트 과일양이 어땠길래 그래요?? 우리 학교 쪽은 과일 트럭이 없어서 과일 사 먹기가 힘든 거 같아요. 자취하는 애들 다 과일 못 먹어요. 다음에 우리 동네 싼 과일 트럭 나오면 님에게 말씀드릴게요.
1175,향 진짜 좋아요!! 좀 여자 향수란 느낌은 아니긴 한데 그래도 진짜 좋아요!,저도 중성적인 향 좋아해요! 한번 시향하러 가봐야겠군요!! 웃긴 얘기일 수도 있지만 저는 예전에 프루티향 뿌리고 나갔다가 벌에 쏘인 적이 있어서 단내나는 것은 못 뿌리겠더라고요.
1176,두 개나 시키면 머리가 띵하지 않을까요?,그럼 띵한 머리 감싸고 괜찮아질 때까지 기다렸다가 먹어요! 어때요? 좋죠! 아니면 3개 먹을까요?? 나 치즈랑 녹차 초코? 그것도 먹고 싶어요! 우리가 빙수 가게 접수해버려요!
1177,오늘 호텔 아르바이트 가느라 일찍 일어났어요.,"아, 그렇군요. 힘내서 해요! 심심하면 언제든지 부르세요!"
1178,좋은 아침이에요!,딱히 좋지는 않아요! 왜냐하면 제가 지금 춥거든요.
1179,아침부터 청소에요? 엄청나게 부지런하네요.,당연하죠. 가게 문은 언제든 열려있어서 청소해야 하거든요.
1180,FA컵 결승 축구 보다가 늦게 자서 얼마 못 잤어요.,"아, 형님도 축구 보시는군요. 저도 축구 좋아해요. 근데 요즘은 예전보다 많이 안 챙겨보는 거 같아요."
1181,전에 아파서 병원 가고 한의원 가고 했던 게 2월인데 거의 2주에 한 번씩 삐니까 엄청 신경 쓰여요.,어떡해요. 엄청 신경 쓰이겠어요.
1182,의사가 또 엄청 한숨을 푹푹 쉬는 모습이 너무나 눈에 선해요.,마리에님 안돼요!! 다리 어서 나아요!!! 도가니탕이라도 먹어요.
1183,우리 과 단체로 태국 가는데 나는 여권 문제 때문에 태국 못 가서 혼자 학교에 안 가요!,안 좋은 거 아니에요? 태국 못 가고.
1184,몇 번 해봤는데 요즘 들어서 더 하고 싶어요.,그러면 해봐요. 예쁘겠네요.
1185,네. 괜찮아요. 아픈데 아예 드러누워서 아무것도 못 할 정도는 아니에요. 근데 나이 들었나 봐요. 바닥에 물 뿌리다가 갑자기 아악 이렇게 됐어요.,빠른 쾌유 바라요.
1186,어제 병원 가니까 숙취에 스트레스성 위염에 감기 몸살 조금이라고 하더라고요. 학생 몸인데 왜 40대 몸 상태가 왜 있냐고 혼났어요. 이제 직장인이라고 하니까 더 다니다간 병원비가 더 나오겠다고 하시더라고요.,건강하셔야 하는데 말이죠.
1187,저희 동네 전철은 걸어서 한 십분 가야 해서요. 옆 동네들은 버스 타고 갈 수 있어요. 걷기 싫어서 거의 버스 타고 가요.,"안 되겠네요. 뉴힙타운 우리 동네로 이사 오셔야지 걸어서 5분 지하철이고 그 옆은 시장, 입구엔 우체국 출구엔 스타벅스 있어요."
1188,뽑기만 한 5만 원 한 거 같은데 액자가 하나도 안 나와요.,"와, 진짜 대박 나 뽑기 한 번 했었어요."
1189,외국인용 패스 같은 건가요?,입장권이랑 왕복 버스표에요.
1190,핫케이크 만들고 있어요!,"오, 만들면 저 먹을래요."
1191,그게 뭐예요!,이제 씻고 나갈 준비 하려고요.
1192,아까 해보니까 주문이 되더라고요! 배송비 한 권이긴 한데 앙스타백과사전이라 조금 걱정되네요.,좀 늦어도 가격 차이 크게 안 나면 알라딘 같은 서점에서 알아보는 게 좋을 것 같아요. 전에 아마존에서 직배송으로 만화책 몇 권 시켰는데 종이 무게도 의외로 나가는 편이라 배송료가 꽤 나오더라고요.
1193,왠지.,다음 주는 신전도 힘들텐데. 근데 이 불안함은 뭘까요. 농협이라 진짜 방심할 수가 없네요.
1194,미안. 이제 봤어요. 가격치고 나쁘지 않아요! 막 아주 고급스러운 맛은 아닌데 이 가격에 육회 먹는다. 정도의 느낌이에요.,고마워요. 나중에 가서 고인돌 고기랑 먹어 볼래요. 여기저기 있으니 꼭 먹어볼 거예요.
1195,그쪽은 이미 저 두고 갔잖아요! ,마음만은 여기 있는 거 아시잖아요.
1196,아니요. 퇴근할 거예요.,네.
1197,지금 건전지 사러 왔어요. 버스 타러 가고 있어요.,아하! 알겠어요.
1198,네. 백오십만 원짜리도 있어요. ,"와, 저런 거 누가 안 잡나요?"
1199,모르겠어요. 일단 몇 달만 더 다녀보게요. ,파이팅! 너무 스트레스 받지 말고 다니세요. 갔다 오실 때 마다 맛있는 것도 좀 드시고요.  
1200,곧 가요.,그렇군요. 몇 년 있다가 오는 거예요? 
1201,뭐랄까요. 너무 쉬운 이름이라 차갑게 식어버렸어요. ,"아, 그럴 수 있어요. 그걸로 사려고요? 인터넷에 만 오천 원 이하로 예쁜 것들 좀 있던데요."
